Station,Year,Month,Day,Max Temp. (degree Celcius),Min Temp. (degree Celcius),Rainfall (mm),Actual Evaporation (mm),"Relative Humidity (morning, %)","Relative Humidity (afternoon, %)",Sunshine (hour/day),Cloudy (hour/day),Solar Radiation (cal/cm^2/day),MAX_WL(m),MIN_WL(m),AVE_WL(m)
Barisal,2018,6,5,32.6,25.2,0,3,96,71,7.8,5.7,440.63,    1.27,     .43,     .94
Barisal,2018,6,6,34.2,25.4,0,3,96,67,8.8,4.7,472.86,    1.28,     .57,     .97
Barisal,2018,6,7,35.8,27.2,0,2,92,65,9.1,4.4,482.53,    1.32,     .59,     .91
Barisal,2018,6,8,35.4,28.4,1.6,4.6,96,62,6.9,6.6,411.62,    1.41,     .64,    1.05
Barisal,2018,6,9,34.4,25.6,34.6,3.6,96,70,5.8,7.7,376.16,    1.54,     .59,    1.08
Barisal,2018,6,10,27.6,25.6,35.6,3.6,96,87,0,13.5,189.2,    1.59,     .47,    1.08
Barisal,2018,6,11,30.4,25.6,61.6,0,96,87,2.7,10.8,276.23,    1.79,     .45,    1.19
Barisal,2018,6,12,29,26,0,2,96,92,0.2,13.3,195.65,    2.00,     .58,    1.42
Barisal,2018,6,13,30.6,25.4,0,2,96,88,0.1,13.4,192.42,    2.16,     .72,    1.55
Barisal,2018,6,14,34,26.6,0,2,96,81,3.3,10.2,295.57,    2.20,     .77,    1.60
Barisal,2018,6,15,34.8,29,0.6,2.6,96,84,3.2,10.3,292.35,    2.28,     .72,    1.61
Barisal,2018,6,16,32.6,26,9,2,96,80,4.2,9.3,324.58,    2.25,     .80,    1.59
Barisal,2018,6,17,32.8,24,0,2,96,84,1.8,11.7,247.22,    2.18,     .86,    1.63
Barisal,2018,6,18,35,28.6,0,4,96,81,7.8,5.7,440.63,    1.59,     .89,    1.30
Barisal,2018,6,19,32.4,29.2,45,3,96,96,0.8,12.7,214.99,    1.73,     .86,    1.32
Barisal,2018,6,20,33.2,23.4,0,3,96,91,4.9,8.6,347.15,    1.72,     .87,    1.31
Barisal,2018,6,21,32.4,26.6,3.6,2.6,96,92,4.7,8.8,340.7,    1.58,     .89,    1.24
Barisal,2018,6,22,32,27,28.4,4.4,96,81,7.6,5.9,434.18,    1.68,     .84,    1.24
Barisal,2018,6,23,27.2,26,21.2,2.2,100,91,0,13.5,189.2,    1.79,     .90,    1.31
Barisal,2018,6,24,28.4,25.4,33.4,2.4,96,96,0,13.5,189.2,    1.80,     .94,    1.36
Barisal,2018,6,25,27,25,2.6,2.6,96,87,0,13.5,189.2,    1.82,     .85,    1.30
Barisal,2018,6,26,30.6,25,12.6,3.6,96,84,5.2,8.3,356.82,    1.87,     .71,    1.33
Barisal,2018,6,27,29.8,25.4,19.6,2.6,96,96,6.2,7.3,389.05,    2.05,     .75,    1.48
Barisal,2018,6,28,30.2,24.6,0.6,3.6,96,92,7.3,6.2,424.51,    2.03,     .91,    1.58
Barisal,2018,6,29,31.6,25.2,0,3,96,77,9.2,4.3,485.75,    2.01,     .85,    1.49
Barisal,2018,6,30,31.2,25.8,5.8,2.8,96,84,3.6,9.9,305.24,    1.98,     .77,    1.44
Barisal,2018,7,1,32.4,26.8,6,2.6,96,80,4.6,8.8,335.72,    1.91,     .76,    1.42
Barisal,2018,7,2,30,26.6,10.8,2.8,96,92,1.5,11.9,235.9,    1.89,     .74,    1.41
Barisal,2018,7,3,28,26,40.6,1.6,96,96,0,13.4,187.6,    1.73,     .72,    1.34
Barisal,2018,7,4,27.6,25.6,3.8,1.8,100,96,0,13.4,187.6,    1.64,     .77,    1.28
Barisal,2018,7,5,29.8,25.2,36,3,96,92,2,11.4,252,    1.58,     .81,    1.25
Barisal,2018,7,6,30.4,25.6,0,3,96,77,6,7.4,380.8,    1.54,     .82,    1.19
Barisal,2018,7,7,32,25.8,0.8,3.8,96,65,8.8,4.6,470.96,    1.51,    1.01,    1.23
Barisal,2018,7,8,31.6,26.2,3,2,96,70,6.2,7.2,387.24,    1.75,    1.08,    1.43
Barisal,2018,7,9,31.8,26.2,9.6,3.6,96,70,6,7.4,380.8,    1.88,    1.09,    1.52
Barisal,2018,7,10,29.4,26.4,7,2,96,87,1,12.4,219.8,    1.93,    1.07,    1.55
Barisal,2018,7,11,32.2,26,4,4,96,80,8,5.4,445.2,    2.10,     .93,    1.55
Barisal,2018,7,12,31.6,26.4,6.6,3.6,96,67,3.7,9.7,306.74,    2.35,     .91,    1.70
Barisal,2018,7,13,31,27,2.2,3.2,92,67,7.8,5.6,438.76,    2.38,     .93,    1.78
Barisal,2018,7,14,32.2,26.8,3,4,96,70,8.4,5,458.08,    2.43,    1.00,    1.81
Barisal,2018,7,15,29.6,26,12.2,2.2,96,92,5.3,8.1,358.26,    2.47,    1.23,    1.88
Barisal,2018,7,16,29.2,25.6,14.2,3.2,100,96,4.4,9,329.28,    2.60,    1.52,    2.07
Barisal,2018,7,17,27.6,25.8,15.6,1.6,100,71,0,13.4,187.6,    2.32,    1.50,    1.97
Barisal,2018,7,18,32,26,0,2,100,68,7.6,5.8,432.32,    2.19,    1.42,    1.82
Barisal,2018,7,19,35.4,26.8,10.4,4.4,100,74,8.9,4.5,474.18,    1.97,    1.31,    1.67
Barisal,2018,7,20,32,26.8,17.6,4.6,100,92,7.2,6.2,419.44,    1.94,    1.33,    1.62
Barisal,2018,7,21,29,26,11,2,96,74,0.5,12.9,203.7,    2.06,    1.48,    1.76
Barisal,2018,7,22,32,26,15.4,4.4,96,96,5.1,8.3,351.82,    2.11,    1.55,    1.84
Barisal,2018,7,23,29.4,25.8,1.2,2.2,96,96,0,13.4,187.6,    2.03,    1.53,    1.73
Barisal,2018,7,24,30,26.2,10.4,1.4,96,96,0.5,12.9,203.7,    2.09,    1.10,    1.58
Barisal,2018,7,25,27.4,26,38.6,1.6,100,96,0,13.4,187.6,    2.04,     .97,    1.55
Barisal,2018,7,26,26,24.8,10.4,1.4,96,96,0,13.4,187.6,    2.07,     .98,    1.62
Barisal,2018,7,27,28.4,25,24.6,2.6,100,96,1.7,11.7,242.34,    2.08,     .95,    1.63
Barisal,2018,7,28,27.4,25.6,9.6,1.6,100,92,0,13.4,187.6,    2.18,    1.02,    1.69
Barisal,2018,7,29,28.4,25.8,7.4,2.4,96,96,2,11.4,252,    2.25,    1.03,    1.71
Barisal,2018,7,30,29.6,26,1.8,2.8,96,92,3.1,10.3,287.42,    2.17,    1.12,    1.71
Barisal,2018,7,31,31.2,25.8,13.6,1.6,96,87,3.2,10.2,290.64,    2.16,    1.06,    1.70
Barisal,2018,8,1,25.8,24.8,11.4,1.4,96,96,0,12.8,183.4,    2.12,    1.08,    1.69
Barisal,2018,8,2,29,24.8,4.2,2.2,100,87,2.2,10.6,255.9,    2.08,    1.15,    1.71
Barisal,2018,8,3,28.6,25.2,17.6,2.6,96,96,0.2,12.6,189.99,    2.59,    1.18,    1.86
Barisal,2018,8,4,32.2,25.4,4.2,2.2,96,92,2.7,10.1,272.38,    2.46,    1.15,    1.80
Barisal,2018,8,5,30,25.8,0.6,2.6,96,96,0.6,12.2,203.17,    2.35,    1.17,    1.77
Barisal,2018,8,6,31.6,26.2,14.6,2.6,96,96,5.9,6.9,377.83,    2.22,    1.19,    1.69
Barisal,2018,8,7,29.4,25.4,3.4,3.4,96,87,8.4,4.4,460.22,    2.59,    1.40,    1.91
Barisal,2018,8,8,29,25.4,6.9,3.6,96,92,3.7,9.1,305.33,    2.67,    1.42,    1.96
Barisal,2018,8,9,31.8,25.6,0,3,96,74,8.7,4.1,470.11,    2.76,    1.24,    1.93
Barisal,2018,8,10,33.6,26,0,4,96,67,9.9,2.9,509.65,    2.73,    1.11,    1.89
Barisal,2018,8,11,32.6,26.6,0.6,2.6,96,71,6,6.8,381.13,    3.06,    1.13,    2.05
Barisal,2018,8,12,32,27,0,3,92,74,8,4.8,447.04,    3.20,    1.16,    2.15
Barisal,2018,8,13,32,27,2.2,3.2,96,77,10,2.8,512.95,    3.37,    1.35,    2.32
Barisal,2018,8,14,31.6,26.6,3.4,4.4,96,74,6.4,6.4,394.31,    3.36,    1.50,    2.40
Barisal,2018,8,15,30.2,26.4,3.2,4.2,96,74,7.4,5.4,427.26,    3.43,    1.85,    2.57
Barisal,2018,8,16,32.6,26.6,0,4,96,65,10.1,2.7,516.24,    3.08,    1.74,    2.36
Barisal,2018,8,17,32.8,26.8,1.2,3.2,92,62,7.9,4.9,443.74,    2.68,    1.61,    2.08
Barisal,2018,8,18,34.4,27,17.6,3.6,96,65,8.5,4.3,463.51,    2.50,    1.53,    1.95
Barisal,2018,8,19,28.4,26,27.4,4.4,96,92,1.1,11.7,219.65,    2.40,    1.45,    1.86
Barisal,2018,8,20,28.2,26,15.6,2.6,96,96,0.5,12.3,199.88,    2.60,    1.51,    1.97
Barisal,2018,8,21,29.6,25.6,4.8,4.8,96,87,1.5,11.3,232.83,    2.11,    1.47,    1.73
Barisal,2018,8,22,31.8,26,13,3,96,64,5.4,7.4,361.36,    2.52,    1.45,    1.87
Barisal,2018,8,23,31.4,25.4,,2,96,65,3,9.8,282.26,    2.12,    1.25,    1.63
Barisal,2018,8,24,31.4,25.8,1.6,2.6,96,96,2.5,10.3,265.79,    2.68,    1.06,    1.81
Barisal,2018,8,25,32.6,25.8,,3,96,67,8.2,4.6,453.63,    2.82,    1.04,    1.89
Barisal,2018,8,26,32,26,,3,96,62,8.9,3.9,476.7,    2.98,    1.11,    2.01
Barisal,2018,8,27,31.6,26.6,3.4,3.4,92,65,7.3,5.5,423.97,    3.10,    1.39,    2.17
Barisal,2018,8,28,29.8,26.4,12.2,3.2,96,80,6.7,6.1,404.2,    3.17,    1.42,    2.21
Barisal,2018,8,29,32.2,26.2,,3,96,67,7.2,5.6,420.67,    3.08,    1.27,    2.15
Barisal,2018,8,30,31.4,26.4,,2,96,80,1.5,11.3,232.83,    2.93,    1.26,    2.10
Barisal,2018,8,31,31.4,26.6,14.4,2.4,96,77,6,6.8,381.13,    2.54,    1.33,    1.92
Barisal,2018,9,1,30.8,26.6,0.6,2.6,96,67,4.2,8,291.35,    2.00,    1.37,    1.65
Barisal,2018,9,2,31.6,26.4,4,2,96,80,2.9,9.3,251.5,    1.92,    1.33,    1.65
Barisal,2018,9,3,31.8,26,0,2,96,81,4.8,7.4,309.74,    1.90,    1.25,    1.59
Barisal,2018,9,4,32.4,26.4,2.6,3.6,96,77,6.9,5.3,374.11,    1.79,    1.27,    1.52
Barisal,2018,9,5,32,26,0,3,96,74,8.9,3.3,435.42,    1.88,    1.29,    1.52
Barisal,2018,9,6,26.4,26,24,3,96,77,0,12.2,162.6,    2.15,    1.47,    1.80
Barisal,2018,9,7,30.6,25,1.8,2.8,96,74,8.8,3.4,432.36,    2.22,    1.44,    1.83
Barisal,2018,9,8,32.2,25.6,0,3,96,74,9.4,2.8,450.75,    2.21,    1.20,    1.77
Barisal,2018,9,9,32.4,26,2.2,2.2,96,68,7.8,4.4,401.7,    2.28,    1.05,    1.77
Barisal,2018,9,10,31,26.2,0,2,96,81,0.4,11.8,174.86,    2.35,    1.07,    1.82
Barisal,2018,9,11,32.4,26.4,0,2,96,77,5.1,7.1,318.94,    2.31,    1.10,    1.77
Barisal,2018,9,12,30.6,26.8,5.2,2.2,96,88,1.5,10.7,208.58,    2.21,    1.15,    1.78
Barisal,2018,9,13,32.6,26.6,0,2,96,74,5.4,6.8,328.13,    2.12,    1.18,    1.74
Barisal,2018,9,14,34.4,26.8,11,3,96,65,7.1,5.1,380.24,    2.06,    1.04,    1.61
Barisal,2018,9,15,32.8,26.2,0,4,96,64,7.3,4.9,386.37,    1.85,    1.03,    1.44
Barisal,2018,9,16,33.8,26.8,0,4,96,62,7.6,4.6,395.57,    1.68,    1.08,    1.41
Barisal,2018,9,17,35.4,26.8,0,3,96,65,9.1,3.1,441.55,    1.61,    1.02,    1.32
Barisal,2018,9,18,35.2,26.8,0,3,96,62,8.6,3.6,426.23,    1.62,    1.04,    1.30
Barisal,2018,9,19,36,27.2,0,3,92,59,8.2,4,413.96,    1.60,    1.07,    1.30
Barisal,2018,9,20,32.4,27,10.6,4.6,87,65,7.8,4.4,401.7,    2.07,    1.30,    1.74
Barisal,2018,9,21,29,24.6,16.4,3.4,96,70,5.2,7,322,    2.19,    1.74,    1.95
Barisal,2018,9,22,32.2,24.2,0,2,96,67,5.8,6.4,340.39,    2.06,    1.23,    1.62
Barisal,2018,9,23,32.8,25,0,2,96,77,7.9,4.3,404.77,    1.91,    1.12,    1.55
Barisal,2018,9,24,32.2,26,0,3,96,84,2.3,9.9,233.1,    2.00,    1.01,    1.54
Barisal,2018,9,25,34,26.6,1.6,2.6,96,80,6.4,5.8,358.79,    1.98,    1.00,    1.54
Barisal,2018,9,26,33,27,0,2,96,71,4,8.2,285.22,    1.95,     .99,    1.53
Barisal,2018,9,27,34,26.6,0,2,96,59,7.7,4.5,398.64,    1.98,     .82,    1.50
Barisal,2018,9,28,33.6,27,0,3,96,67,5.5,6.7,331.2,    1.94,     .70,    1.49
Barisal,2018,9,29,33.2,27,0,2,96,74,6.2,6,352.66,    1.91,     .68,    1.47
Barisal,2018,9,30,34.8,27,0,3,96,65,7.6,4.6,395.57,    1.85,     .67,    1.48
Barisal,2018,10,1,35,26.8,0,4,96,59,7.3,4.3,359.28,    1.67,     .65,    1.25
Barisal,2018,10,2,35,25.8,0,2,96,62,7.8,3.8,373.83,    1.67,     .63,    1.15
Barisal,2018,10,3,35.2,26.2,0,3,91,62,7.9,3.7,376.74,    1.54,     .60,    1.10
Barisal,2018,10,4,34.4,26.6,0,3,96,59,7.7,3.9,370.92,    1.51,     .57,    1.03
Barisal,2018,10,5,34.4,26,0,2,91,65,6.6,5,338.91,    1.55,     .55,    1.05
Barisal,2018,10,6,34.6,25.4,0,3,91,62,7.9,3.7,376.74,    1.67,     .49,    1.12
Barisal,2018,10,7,34.6,25.4,0,3,96,59,8,3.6,379.66,    1.82,     .45,    1.20
Barisal,2018,10,8,32.5,25.6,0,2,91,58,6,5.6,321.44,    1.89,     .44,    1.32
Barisal,2018,10,9,28.8,25,4.4,1.4,96,80,0.5,11.1,161.35,    1.95,     .46,    1.43
Barisal,2018,10,10,26,23.4,28.4,1.4,95,83,0,11.6,146.8,    2.19,    1.18,    1.72
Barisal,2018,10,11,25,22.6,28.6,1.6,95,87,0,11.6,146.8,    2.25,    1.38,    1.88
Barisal,2018,10,12,26,23,17,2,95,91,0.2,11.4,152.62,    2.18,    1.07,    1.71
Barisal,2018,10,13,25.6,22.4,8.2,2.2,95,96,0.9,10.7,173,    2.13,    1.03,    1.66
Barisal,2018,10,14,28.8,22.6,0,2,95,66,4.3,7.3,271.96,    1.78,     .92,    1.45
Barisal,2018,10,15,30.8,22.8,0,3,95,63,7.7,3.9,370.92,    1.49,     .75,    1.15
Barisal,2018,10,16,31,22.4,0,2,95,69,7.2,4.4,356.37,    1.38,     .45,     .94
Barisal,2018,10,17,30.2,21.8,0,2,95,52,7.4,4.2,362.19,    1.20,     .40,     .81
Barisal,2018,10,18,31.6,21.2,0,2,95,59,7.9,3.7,376.74,    1.12,     .37,     .75
Barisal,2018,10,19,31.6,21.6,0,2,95,63,6.8,4.8,344.73,    1.20,     .35,     .74
Barisal,2018,10,20,32.2,23,0,2,95,63,6.7,4.9,341.82,    1.36,     .37,     .89
Barisal,2018,10,21,32,23.2,0,2,95,60,6.5,5.1,335.99,    1.47,     .43,     .99
Barisal,2018,10,22,31.8,22.8,0,2,95,63,6.5,5.1,335.99,    1.59,     .45,    1.09
Barisal,2018,10,23,32,22.8,0,2,95,59,7,4.6,350.55,    1.60,     .46,    1.11
Barisal,2018,10,24,31.6,22,0,2,95,60,6.8,4.8,344.73,    1.65,     .43,    1.16
Barisal,2018,10,25,30.4,22.4,0,2,95,62,6.6,5,338.91,    1.65,     .37,    1.22
Barisal,2018,10,26,31.2,23,0,3,95,50,7.4,4.2,362.19,    1.71,     .35,    1.17
Barisal,2018,10,27,32.2,18.6,0,2,90,59,7.2,4.4,356.37,    1.70,     .38,    1.22
Barisal,2018,10,28,25,20.4,0,2,90,79,0,11.6,146.8,    1.91,     .36,    1.26
Barisal,2018,10,29,23.4,21,0,2,95,90,0.5,11.1,161.35,    1.73,     .43,    1.18
Barisal,2018,10,30,25,21.2,0,2.8,95,59,1.4,10.2,187.55,    1.57,     .44,    1.01
Barisal,2018,10,31,29.4,21.8,0,3,95,72,6.6,5,338.91,    1.53,     .45,    1.06
Barisal,2018,11,1,32.2,21.6,NIL,2,95,67,7.9,3.1,329.36,    1.48,     .56,    1.03
Barisal,2018,11,2,32.4,21.8,NIL,2,95,67,7.1,3.9,308.58,    1.36,     .42,     .92
Barisal,2018,11,3,33.6,22.2,NIL,2,95,67,7.1,3.9,308.58,    1.47,     .43,     .95
Barisal,2018,11,4,32,22.8,NIL,2,95,63,7.7,3.3,324.16,    1.51,     .41,     .97
Barisal,2018,11,5,32.2,22,NIL,2,95,67,7.4,3.6,316.37,    1.59,     .38,    1.01
Barisal,2018,11,6,31.4,22.4,3.2,2.2,95,63,4.9,6.1,251.45,    1.68,     .37,    1.08
Barisal,2018,11,7,28.6,21.6,NIL,1,95,61,6,5,280.01,    1.59,     .40,    1.06
Barisal,2018,11,8,29.2,20.2,NIL,2,95,62,6.3,4.7,287.81,    1.67,     .26,    1.04
Barisal,2018,11,9,28.8,18.6,NIL,2,95,46,7.5,3.5,318.97,    1.61,     .25,    1.02
Barisal,2018,11,10,28.6,17.8,NIL,2,94,53,7.3,3.7,313.77,    1.71,     .31,    1.10
Barisal,2018,11,11,29.6,18,NIL,2,95,46,7.5,3.5,318.97,    1.60,     .32,    1.08
Barisal,2018,11,12,29,18,NIL,2,94,61,6.3,4.7,287.81,    1.53,     .29,    1.01
Barisal,2018,11,13,29.2,18,NIL,2,95,57,7,4,305.98,    1.51,     .27,     .98
Barisal,2018,11,14,29.2,18.4,NIL,1,95,58,6.3,4.7,287.81,    1.40,     .31,     .94
Barisal,2018,11,15,30.2,18.4,NIL,1,95,59,6.1,4.9,282.61,    1.33,     .35,     .88
Barisal,2018,11,16,30.4,19.2,NIL,1,95,57,5.8,5.2,274.82,    1.21,     .36,     .84
Barisal,2018,11,17,30,20,NIL,3,95,57,5.6,5.4,269.63,    1.20,     .38,     .83
Barisal,2018,11,18,29.4,20,NIL,2,95,61,6,5,280.01,    1.13,     .35,     .73
Barisal,2018,11,19,29.4,18.8,NIL,1,95,54,6.6,4.4,295.6,    1.21,     .36,     .77
Barisal,2018,11,20,28.4,16.8,NIL,1,94,55,6.2,4.8,285.21,    1.33,     .34,     .87
Barisal,2018,11,21,27.4,17.2,NIL,1,95,56,4.6,6.4,243.66,    1.38,     .29,     .93
Barisal,2018,11,22,27.8,16.4,NIL,1,94,60,6.3,4.7,287.81,    1.49,     .27,     .98
Barisal,2018,11,23,26.8,16.8,NIL,2,94,53,6.8,4.2,300.79,    1.56,     .27,    1.09
Barisal,2018,11,24,28,16.8,NIL,2,98,55,6.7,4.3,298.19,    1.67,     .30,    1.13
Barisal,2018,11,25,29,16.8,NIL,1,89,51,7.1,3.9,308.58,    1.66,     .31,    1.14
Barisal,2018,11,26,30.2,16.8,NIL,1,94,53,7.2,3.8,311.18,    1.81,     .33,    1.22
Barisal,2018,11,27,31.8,16.8,NIL,2,94,51,7,4,305.98,    1.79,     .35,    1.21
Barisal,2018,11,28,31.8,17.8,NIL,2,89,51,6.8,4.2,300.79,    1.54,     .36,    1.05
Barisal,2018,11,29,29.6,16.8,NIL,1,94,46,6.9,4.1,303.39,    1.55,     .38,    1.01
Barisal,2018,11,30,31,16.8,NIL,2,94,47,6.7,4.3,298.19,    1.52,     .34,     .95
Barisal,2018,12,1,28,17,0,2,88,52,4.5,6.2,223.09,    1.49,     .32,     .88
Barisal,2018,12,2,26,16,0,2,94,50,7,3.7,284.03,    1.49,     .29,     .81
Barisal,2018,12,3,26,15.8,0,2,88,50,6.4,4.3,269.4,    1.52,     .28,     .89
Barisal,2018,12,4,27,15,0,2,88,46,7.1,3.6,286.47,    1.57,     .27,     .87
Barisal,2018,12,5,26,15,0,1,88,52,6.8,3.9,279.15,    1.61,     .25,     .88
Barisal,2018,12,6,26,14.8,0,1,88,52,4.7,6,227.97,    1.63,     .28,     .93
Barisal,2018,12,7,26,14.8,0,1,94,55,6.3,4.4,266.97,    1.61,     .29,     .94
Barisal,2018,12,8,24,14,0,2,88,54,5.8,4.9,254.78,    1.58,     .30,     .96
Barisal,2018,12,9,26.4,13.6,0,1,88,52,6.8,3.9,279.15,    1.50,     .31,     .96
Barisal,2018,12,10,26.4,13.8,0,1,82,54,6.5,4.2,271.84,    1.41,     .33,     .92
Barisal,2018,12,11,26,13.8,0,2,94,52,6.5,4.2,271.84,    1.32,     .31,     .89
Barisal,2018,12,12,26.4,14,0,2,88,54,6.6,4.1,274.28,    1.29,     .30,     .84
Barisal,2018,12,13,27.2,14.6,0,2,94,52,6.5,4.2,271.84,    1.27,     .28,     .81
Barisal,2018,12,14,27.8,14.8,0,1,94,53,6.3,4.4,266.97,    1.25,     .27,     .77
Barisal,2018,12,15,24,15.2,0,2,83,56,1.5,9.2,149.96,    1.19,     .25,     .72
Barisal,2018,12,16,22.6,17.8,2.2,1.2,79,77,0,10.7,113.4,    1.16,     .24,     .69
Barisal,2018,12,17,20.4,18.2,1,2,94,77,0,10.7,113.4,    1.12,     .22,     .64
Barisal,2018,12,18,19.4,17.8,1.2,1.2,89,76,0,10.7,113.4,    1.10,     .20,     .62
Barisal,2018,12,19,16.8,16,0,1,88,84,0,10.7,113.4,    1.15,     .19,     .66
Barisal,2018,12,20,22.6,13.2,0,1,94,80,5.6,5.1,249.9,    1.21,     .18,     .70
Barisal,2018,12,21,22.4,12.6,0,1,94,55,6,4.7,259.65,    1.28,     .17,     .73
Barisal,2018,12,22,23.6,12.4,0,1,93,53,6.1,4.6,262.09,    1.35,     .20,     .78
Barisal,2018,12,23,24.6,12.2,0,1,94,53,6.3,4.4,266.97,    1.46,     .23,     .86
Barisal,2018,12,24,25.2,12.8,0,1,94,54,6.4,4.3,269.4,    1.55,     .25,     .94
Barisal,2018,12,25,24.8,12.4,0,1,87,52,6.2,4.5,264.53,    1.59,     .26,     .93
Barisal,2018,12,26,22.8,12.2,0,1,87,52,6,4.7,259.65,    1.56,     .27,     .91
Barisal,2018,12,27,22.6,10.6,0,1,93,47,5.9,4.8,257.22,    1.47,     .25,     .86
Barisal,2018,12,28,22.4,10.2,0,1,86,36,6.3,4.4,266.97,    1.34,     .23,     .78
Barisal,2018,12,29,22,8.2,0,2,85,38,6.7,4,276.72,    1.28,     .22,     .74
Barisal,2018,12,30,24.8,8.2,0,1,93,49,6.5,4.2,271.84,    1.23,     .21,     .69
Barisal,2018,12,31,27.2,9.8,0,1,93,45,6,4.7,259.65,    1.13,     .20,     .63
Barisal,2019,1,1,26.8,11.2,0,2,93,28,6.5,4.3,282.77,    1.20,     .15,     .60
Barisal,2019,1,2,28,13.6,0,1,87,34,6.8,4,290.35,    1.27,     .12,     .64
Barisal,2019,1,3,25.6,12,0,1,86,30,6.8,4,290.35,    1.36,     .11,     .70
Barisal,2019,1,4,23,11,0,2,93,32,6.4,4.4,280.25,    1.48,     .09,     .76
Barisal,2019,1,5,25.2,10.8,0,2,86,27,6.7,4.1,287.82,    1.55,     .07,     .82
Barisal,2019,1,6,26.6,10.6,0,1,93,32,7.7,3.1,313.08,    1.57,     .07,     .87
Barisal,2019,1,7,26.8,11.4,0,1,93,32,6.8,4,290.35,    1.61,     .08,     .90
Barisal,2019,1,8,25,11.8,0,2,93,27,6.6,4.2,285.3,    1.58,     .08,     .91
Barisal,2019,1,9,25,11.8,0,1,86,39,6.6,4.2,285.3,    1.53,     .09,     .87
Barisal,2019,1,10,25,12,0,1,87,27,6.3,4.5,277.72,    1.46,     .08,     .82
Barisal,2019,1,11,24,10.2,0,2,86,32,7,3.8,295.4,    1.35,     .05,     .75
Barisal,2019,1,12,25,11,0,1,86,30,6.4,4.4,280.25,    1.23,     .02,     .70
Barisal,2019,1,13,26,11.4,0,1,86,36,7.2,3.6,300.45,    1.15,     .00,     .63
Barisal,2019,1,14,25,11.6,0,2,86,34,6.3,4.5,277.72,    1.12,    -.02,     .58
Barisal,2019,1,15,23.2,12.4,0,2,87,56,5.7,5.1,262.57,    1.18,    -.05,     .55
Barisal,2019,1,16,25.4,10.4,0,1,86,27,7.3,3.5,302.98,    1.25,    -.07,     .57
Barisal,2019,1,17,20.9,10.8,0,1,73,32,6.6,4.2,285.3,    1.34,    -.08,     .61
Barisal,2019,1,18,25.8,10.9,0,1,86,30,6.7,4.1,287.82,    1.45,    -.09,     .66
Barisal,2019,1,19,25,11.8,0,2,93,41,6.5,4.3,282.77,    1.57,    -.09,     .72
Barisal,2019,1,20,25.2,11.8,0,1,93,50,5.8,5,265.09,    1.63,    -.10,     .83
Barisal,2019,1,21,26.6,12,0,1,93,43,6.7,4.1,287.82,    1.65,    -.11,     .90
Barisal,2019,1,22,28,12.8,0,2,94,44,7.2,3.6,300.45,    1.66,    -.11,     .92
Barisal,2019,1,23,28.2,13.4,0,2,87,36,7.3,3.5,302.98,    1.65,    -.12,     .88
Barisal,2019,1,24,29,12.8,0,1,87,42,7.2,3.6,300.45,    1.62,    -.19,     .85
Barisal,2019,1,25,30,13,0,2,88,36,7.7,3.1,313.08,    1.58,    -.12,     .84
Barisal,2019,1,26,31.8,13,0,2,88,46,7.6,3.2,310.56,    1.42,    -.10,     .77
Barisal,2019,1,27,28.8,15,0,2,88,46,6.5,4.3,282.77,    1.31,    -.09,     .70
Barisal,2019,1,28,24,16.6,0,2,88,39,6.3,4.5,277.72,    1.24,    -.10,     .64
Barisal,2019,1,29,23.6,16.4,0,3,94,43,7.3,3.5,302.98,    1.16,    -.11,     .57
Barisal,2019,1,30,24.2,10.2,0,3,86,32,8.2,2.6,325.71,    1.13,    -.12,     .52
Barisal,2019,1,31,27,10.2,0,2,87,32,8.2,2.6,325.71,    1.04,    -.15,     .42
Barisal,2019,2,1,31,11.4,0,2,93,32,8.4,2.8,381.5,    1.03,    -.21,     .41
Barisal,2019,2,2,28.8,11.6,0,2,87,23,8.5,2.7,384.38,    1.02,    -.25,     .38
Barisal,2019,2,3,28.4,12.8,0,2,93,34,8.6,2.6,387.25,    1.04,    -.27,     .36
Barisal,2019,2,4,28.2,11.6,0,3,86,30,8.5,2.7,384.38,    1.05,    -.29,     .40
Barisal,2019,2,5,27.2,11.8,0,3,86,41,8.5,2.7,384.38,    1.10,    -.30,     .43
Barisal,2019,2,6,27.4,10.6,0,3,86,43,8.6,2.6,387.25,    1.04,    -.32,     .45
Barisal,2019,2,7,26.6,10.8,0,3,87,44,8.3,2.9,378.63,     .90,    -.33,     .43
Barisal,2019,2,8,31.2,12.8,0,3,88,51,7.9,3.3,367.13,     .85,    -.35,     .41
Barisal,2019,2,9,30.6,14.8,0,3,77,38,8.7,2.5,390.13,     .79,    -.36,     .38
Barisal,2019,2,10,27.2,16.8,0,2,88,38,8.1,3.1,372.88,     .78,    -.37,     .35
Barisal,2019,2,11,27.6,11.8,0,3,86,43,8.9,2.3,395.88,     .69,    -.45,     .27
Barisal,2019,2,12,29,11.8,0,3,87,43,8.5,2.7,384.38,     .65,    -.46,     .23
Barisal,2019,2,13,29.2,12.8,0,4,94,36,8.4,2.8,381.5,     .63,    -.45,     .17
Barisal,2019,2,14,30.4,14,0,2,94,38,9.4,1.8,410.25,     .65,    -.43,     .10
Barisal,2019,2,15,31.4,14.2,0,2,88,26,9.1,2.1,401.63,     .74,    -.40,     .16
Barisal,2019,2,16,24.2,15,0,1,88,59,3.2,8,232,     .85,    -.38,     .25
